Subject, ITD, FMleft, FMright, 500Hzleft, 500Hzright, 4000Hzleft, 4000Hzright, block, prctMstkITD, prctMstkFMleft, prctMstkFMright, mag20us, mag60us, mag180us, mag540us, magAvg, magAvgExcld20us, n1lat20us, n1lat60us, n1lat180us, n1lat540us, n1latAvg, n1latAvgExcld20, p2lat20us, p2lat60us, p2lat180us, p2lat540us, p2latAvg, p2latAvgExcld20, itc20, itc60, itc180, itc540, itcAvg, itcAvgExd20, itclat20, itclat60, itclat180, itclat540, itclatAvg, itclatAvgExd20, itc20left, itc60left, itc180left, itc540left, itcAvgleft, itcAvgExd20left, itclat20left, itclat60left, itclat180left, itclat540left, itclatAvgleft, itclatAvgExd20left, itc20right, itc60right, itc180right, itc540right, itcAvgright, itcAvgExd20right, itclat20right, itclat60right, itclat180right, itclat540right, itclatAvgright, itclatAvgExd20right
S117, 33.236254, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 1.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 
S117, 38.318544, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 2.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 
S117, 36.864656, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 3.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 
S117, 34.202347, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 4.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 
S117, 32.749795, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 5.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 
S117, 37.593384, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 6.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 
S117, 33.478840, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 7.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 
S117, 33.962011, 17.198197, 18.637595, 6.900000, 8.650000, -2.600000, 6.400000, 8.000000, 0.006300, 0.000000, 0.000000, NaN, 1.145000, 1.423000, 1.573000, 1.128000, 1.355000, NaN, 0.152800, 0.150900, 0.148700, 0.151900, 0.151100, NaN, 0.237800, 0.213600, 0.236100, 0.215300, 0.215600, 0.102800, 1.190200, 1.070800, 2.251500, 0.946900, 1.289900, 0.337600, 0.191200, 0.146700, 0.220200, 0.230200, 0.219000, NaN, 3.202400, 1.121600, 2.173600, 1.205200, 1.745500, NaN, 0.191200, 0.132300, 0.211700, 0.232900, 0.232700, 0.086300, 0.885600, 1.116900, 2.258500, 0.907400, 1.206600, 0.330300, 0.169900, NaN, 1.809000e-01, 0.168000, 0.167200, 

S123, 27.889034, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 1.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 
S123, 23.045767, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 2.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 
S123, 27.158697, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 3.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 
S123, 24.506186, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 4.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 
S123, 25.483157, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 5.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 
S123, 27.676307, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 6.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 
S123, 26.444386, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 7.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 
S123, 24.243752, 12.084734, 9.184010, 3.150000, -8.850000, -1.850000, -1.225000, 8.000000, 0.000000, 0.000000, 0.000000, NaN, 0.656000, 0.948000, 1.174000, 0.804000, 0.889000, NaN, 0.125000, 0.103000, 0.105000, 0.103500, 0.103800, NaN, 0.211900, 0.189700, 0.184300, 0.187000, 0.187700, NaN, 0.592800, 0.658100, 1.583500, 0.654600, 0.875700, NaN, 0.245800, 0.202900, 0.152100, 0.152300, 0.155800, NaN, 0.332700, 0.829200, 1.144100, 0.335600, 0.641600, NaN, 0.200400, 0.197500, 0.154800, 0.174300, 0.176000, NaN, 0.726100, NaN, 2.173900, 0.760100, 1.001000, NaN, 0.232400, 0.375500, 1.516000e-01, 0.098600, 0.146000, 

S127, 26.444386, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 1.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 
S127, 26.689075, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 2.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 
S127, 24.027942, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 3.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 
S127, 22.797582, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 4.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 
S127, 32.986697, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 5.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 
S127, 32.506249, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 6.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 
S127, 25.008400, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 7.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 
S127, 19.912704, 9.469995, 11.192113, 3.775000, 1.275000, -1.100000, 0.400000, 8.000000, 0.000000, 0.000000, 0.000000, 0.286000, 0.476000, 0.998000, 1.364000, 0.711000, 0.890000, 0.151400, 0.104500, 0.143800, 0.127900, 0.147900, 0.126700, 0.189700, 0.191200, 0.214600, 0.217300, 0.214800, 0.215100, NaN, 0.225800, 1.254300, NaN, 0.617900, 0.809500, NaN, 0.419200, 0.127900, NaN, 0.223400, 0.225300, 0.175300, NaN, 0.972500, 1.688300, 0.706400, 0.902800, 0.186300, NaN, 0.222900, 0.231900, 0.221400, 0.221400, NaN, 0.246300, 1.296000, 0.764900, 0.626900, 0.743700, NaN, 0.248500, 0.229200, 2.573000e-01, 0.228300, 0.228300, 

S128, 28.880896, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 1.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 
S128, 29.600139, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 2.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 
S128, 31.053364, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 3.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 
S128, 24.506186, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 4.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 
S128, 30.578334, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 5.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 
S128, 28.880896, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 6.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 
S128, 28.130804, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 7.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 
S128, 27.889034, 9.069170, 10.863478, 8.275000, 8.650000, -0.100000, 4.650000, 8.000000, 0.000000, 0.000000, 0.000000, NaN, NaN, 0.679000, 0.854000, 0.661000, 0.707000, NaN, NaN, 0.122800, 0.098100, 0.099600, 0.099400, NaN, NaN, 0.233900, 0.157500, 0.233400, 0.183100, 0.273400, NaN, 0.552000, 0.834700, 0.322800, 0.473100, 0.317100, NaN, 0.127900, 0.116700, 0.120100, 0.115000, 0.574800, NaN, 0.486300, 0.820200, 0.280200, 0.452400, 0.300300, NaN, 0.216300, 0.100800, 0.119100, 0.089100, 0.249100, NaN, 0.515700, 0.887700, 0.304500, 0.473000, 0.134500, NaN, 0.122600, 1.357000e-01, 0.125500, 0.120100, 

S132, 23.287057, 7.871262, 8.494320, 11.650000, -2.100000, 6.025000, 8.900000, 1.000000, 0.000000, 0.000000, 0.000000, NaN, 0.586000, 0.941000, 1.237000, 0.669000, 0.867000, NaN, 0.151400, 0.127900, 0.142800, 0.148700, 0.146500, NaN, 0.236600, 0.211200, 0.207800, 0.211200, 0.210700, 0.026100, 0.384600, 0.710200, 0.984900, 0.407300, 0.609100, 0.073200, 0.171100, 0.209000, 0.129400, 0.119900, 0.133500, 0.181700, 0.240200, 0.666400, 1.072700, 0.410600, 0.577900, 0.082300, 0.057600, 0.225600, 0.119900, 0.118700, 0.129600, 0.081800, 0.476900, 0.884500, 0.953700, 0.419400, 0.642900, 0.113300, 0.251700, 0.209000, 1.335000e-01, 0.206500, 0.136500, 
S132, 24.760922, 7.871262, 8.494320, 11.650000, -2.100000, 6.025000, 8.900000, 2.000000, 0.000000, 0.000000, 0.000000, NaN, 0.586000, 0.941000, 1.237000, 0.669000, 0.867000, NaN, 0.151400, 0.127900, 0.142800, 0.148700, 0.146500, NaN, 0.236600, 0.211200, 0.207800, 0.211200, 0.210700, 0.026100, 0.384600, 0.710200, 0.984900, 0.407300, 0.609100, 0.073200, 0.171100, 0.209000, 0.129400, 0.119900, 0.133500, 0.181700, 0.240200, 0.666400, 1.072700, 0.410600, 0.577900, 0.082300, 0.057600, 0.225600, 0.119900, 0.118700, 0.129600, 0.081800, 0.476900, 0.884500, 0.953700, 0.419400, 0.642900, 0.113300, 0.251700, 0.209000, 1.335000e-01, 0.206500, 0.136500, 
S132, 25.249022, 7.871262, 8.494320, 11.650000, -2.100000, 6.025000, 8.900000, 3.000000, 0.000000, 0.000000, 0.000000, NaN, 0.586000, 0.941000, 1.237000, 0.669000, 0.867000, NaN, 0.151400, 0.127900, 0.142800, 0.148700, 0.146500, NaN, 0.236600, 0.211200, 0.207800, 0.211200, 0.210700, 0.026100, 0.384600, 0.710200, 0.984900, 0.407300, 0.609100, 0.073200, 0.171100, 0.209000, 0.129400, 0.119900, 0.133500, 0.181700, 0.240200, 0.666400, 1.072700, 0.410600, 0.577900, 0.082300, 0.057600, 0.225600, 0.119900, 0.118700, 0.129600, 0.081800, 0.476900, 0.884500, 0.953700, 0.419400, 0.642900, 0.113300, 0.251700, 0.209000, 1.335000e-01, 0.206500, 0.136500, 
